Simulation Parameters
Resistance,1000
Capacitance, 0.01

Input Voltage 1
Type, sinusoidalAmplitude, 10Frequency, 1000Phase Angle, 0DC Offset, 0

Simulation Results
t,V_in,V_out
0.0389375,-3.82683,-3.82684
0.039,1.53873e-012,2.74626e-007
0.0390625,3.82683,3.82683
0.039125,7.07107,7.07104
0.0391875,9.2388,9.23873
0.03925,10,9.99989
0.0393125,9.2388,9.23865
0.039375,7.07107,7.07089
0.0394375,3.82683,3.82663
0.0395,-1.71514e-012,-0.000211246
0.0395625,-3.82683,-3.82704
0.039625,-7.07107,-7.07125
0.0396875,-9.2388,-9.23894
0.03975,-10,-10.0001
0.0398125,-9.2388,-9.23886
0.039875,-7.07107,-7.0711
0.0399375,-3.82683,-3.82684
0.04,1.60733e-012,2.81658e-007
0.0400625,3.82683,3.82683
0.040125,7.07107,7.07104
0.0401875,9.2388,9.23873
0.04025,10,9.99989
0.0403125,9.2388,9.23865
0.040375,7.07107,7.07089
0.0404375,3.82683,3.82663
0.0405,-1.78375e-012,-0.000211239
0.0405625,-3.82683,-3.82704
0.040625,-7.07107,-7.07125
0.0406875,-9.2388,-9.23894
0.04075,-10,-10.0001
0.0408125,-9.2388,-9.23886
0.040875,-7.07107,-7.0711
0.0409375,-3.82683,-3.82684
0.041,1.96016e-012,2.8869e-007
0.0410625,3.82683,3.82683
0.041125,7.07107,7.07104
0.0411875,9.2388,9.23873
0.04125,10,9.99989
0.0413125,9.2388,9.23865
0.041375,7.07107,7.07089
0.0414375,3.82683,3.82663
0.0415,-1.85235e-012,-0.000211232
0.0415625,-3.82683,-3.82704
0.041625,-7.07107,-7.07125
0.0416875,-9.2388,-9.23894
0.04175,-10,-10.0001
0.0418125,-9.2388,-9.23886
0.041875,-7.07107,-7.0711
0.0419375,-3.82683,-3.82684
0.042,1.74454e-012,2.95722e-007
0.0420625,3.82683,3.82683
0.042125,7.07107,7.07104
0.0421875,9.2388,9.23873
0.04225,10,9.99989
0.0423125,9.2388,9.23865
0.042375,7.07107,7.07089
0.0424375,3.82683,3.82663
0.0425,-1.63674e-012,-0.000211225
0.0425625,-3.82683,-3.82704
0.042625,-7.07107,-7.07125
0.0426875,-9.2388,-9.23894
0.04275,-10,-10.0001
0.0428125,-9.2388,-9.23886
0.042875,-7.07107,-7.0711
0.0429375,-3.82683,-3.82684
0.043,2.09737e-012,3.02753e-007
0.0430625,3.82683,3.82683
0.043125,7.07107,7.07104
0.0431875,9.2388,9.23873
0.04325,10,9.99989
0.0433125,9.2388,9.23865
0.043375,7.07107,7.07089
0.0434375,3.82683,3.82663
0.0435,-1.98956e-012,-0.000211218
0.0435625,-3.82683,-3.82704
0.043625,-7.07107,-7.07125
0.0436875,-9.2388,-9.23894
0.04375,-10,-10.0001
0.0438125,-9.2388,-9.23886
0.043875,-7.07107,-7.0711
0.0439375,-3.82683,-3.82684
0.044,1.88175e-012,3.09783e-007
0.0440625,3.82683,3.82683
0.044125,7.07107,7.07104
0.0441875,9.2388,9.23873
0.04425,10,9.99989
0.0443125,9.2388,9.23865
0.044375,7.07107,7.07089
0.0444375,3.82683,3.82663
0.0445,-1.77395e-012,-0.000211211
0.0445625,-3.82683,-3.82704
0.044625,-7.07107,-7.07125
0.0446875,-9.2388,-9.23894
0.04475,-10,-10.0001
0.0448125,-9.2388,-9.23886
0.044875,-7.07107,-7.0711
0.0449375,-3.82683,-3.82684
0.045,2.23458e-012,3.16813e-007
0.0450625,3.82683,3.82683
0.045125,7.07107,7.07104
0.0451875,9.2388,9.23873
